Période;Valeur;Code;Type;Sous-type;Base;Population;Zone concernée;Code COICOP;Désignation COICOP;Série arrêtée;Référence INSEE
2022-12-01;124.28;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.3.2.1;Transport de passagers par autobus et autocar;Non;1763671
2022-12-01;96.35;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;08.3;Services de téléphonie et de télécopie;Non;1763692
2022-12-01;79.8;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.1.3;Matériel de traitement de l'information;Non;1763708
2022-12-01;105.21;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.5.1.2;Livres scolaires et parascolaires;Non;1763760
2022-12-01;114.39;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;10;Enseignement;Non;1763774
2022-12-01;113.65;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;10.4.0.0;Enseignement supérieur;Non;1763780
2022-12-01;113.47;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.3;Effets personnels n.c.a.;Non;1763804
2022-12-01;107.6;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Autres produits manufacturés;Non;1763840
2022-12-01;116.74;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.1.3;Pain;Non;1763872
2022-12-01;106.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.8.6;Succédané de sucre (sucrettes);Non;1763925
2022-12-01;118.11;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.9.1;Sauces et condiments;Non;1763927
2022-12-01;107.55;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.1.2.4;Boissons à base de vin;Non;1763949
2022-12-01;111.88;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.1.3;Bières;Non;1763950
2022-12-01;161.84;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.5.4.9;Autres combustibles solides;Non;1764011
2022-12-01;105.36;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.5.1.2;Réparation et location de gros outillage et équipement;Non;1764057
2022-12-01;131.27;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.6.1.2;Autres petits articles de ménage non durables;Non;1764064
2022-12-01;116.2;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;11.1.1.1;Restaurants, cafés et établissements de danse;Non;1764233
2022-12-01;112.34;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12;Biens et services divers;Non;1764242
2022-12-01;102.69;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.1.3.1;Articles de soins corporels non électriques;Non;1764251
2022-12-01;111.59;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.6.2;Autres services financiers n.c.a.;Non;1764275
2022-12-01;113.74;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Autres services;Non;1764300
2022-12-01;6.0;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Ensemble hors tabac et alcool;Non;1768581
2022-12-01;5.8;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Ensemble hors produits frais;Non;1768583
2022-12-01;15.3;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Énergie;Non;1768603
2022-12-01;120.29;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Alimentation y compris tabac;Non;1769731
2022-12-01;115.65;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;La réunion;;Alimentation;Non;1769765
2023-01-01;152.62;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;08.1;Services postaux;Non;1763392
2023-01-01;126.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.2;Viande;Non;1763428
2023-01-01;117.38;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.2.1;Café, thé et cacao;Non;1763483
2023-01-01;121.33;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;02.1.2.2;Boissons fermentées à base d'autres fruits;Non;1763497
2023-01-01;110.41;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.4;Alimentation en eau et services divers liés au logement;Non;1763543
2023-01-01;112.11;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.2;Articles de ménage en textiles;Non;1763578
2023-01-01;112.11;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.2.0;Articles de ménage en textiles;Non;1763579
2023-01-01;118.01;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.1.1.1;Automobiles neuves;Non;1763644
2023-01-01;106.67;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.1.3;Autres appareils, articles et produits pour soins corporels;Non;1763801
2023-01-01;106.88;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.1.3.2;Article d'hygiène corporelle, de bien être et produits de beauté;Non;1763803
2023-01-01;113.62;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Produits manufacturés y compris énergie;Non;1763849
2023-01-01;130.81;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.2.5;Autres viandes;Non;1763883
2023-01-01;108.35;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.2.1.2;Thés et infusions;Non;1763935
2023-01-01;112.45;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.2.0.1;Tissus d'ameublement et rideaux;Non;1764029
2023-01-01;84.76;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.1;Produits, appareils et matériels médicaux;Non;1764070
2023-01-01;100.09;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.2.3.9;Autres services paramédicaux;Non;1764089
2023-01-01;112.45;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.1.5;Réparation de matériels audiovisuel, photographique et informatique;Non;1764165
2023-01-01;92.91;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.3.1;Jeux, jouets et passe-temps;Non;1764178
2023-01-01;111.68;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.3.2.2;Équipement de camping et de loisirs de plein air;Non;1764183
2023-01-01;116.09;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.3.3.1;Produits pour jardin;Non;1764186
2023-01-01;98.9;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.4.3;Jeux de hasard;Non;1764204
2023-01-01;113.81;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.4.9;Autres articles de papeterie et de dessin;Non;1764219
2023-01-01;179.48;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.6.0.2;Forfaits touristiques internationaux;Non;1764222
2023-01-01;118.13;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;10.2.0;Enseignement secondaire;Non;1764225
2023-01-01;96.08;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.1.2;Appareils électriques pour soins corporels;Non;1764248
2023-01-01;117.93;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.4;Protection sociale;Non;1764262
2023-01-01;85.93;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Produits manufacturés : Produits de santé;Non;1764292
2023-01-01;-0.4;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Services de santé;Non;1768574
2023-01-01;6.1;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Ensemble hors tabac;Non;1768580
2023-01-01;10.2;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Alimentation : Produits frais;Non;1768597
2023-01-01;6.3;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Autres produits manufacturés;Non;1768602
2023-01-01;2.6;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Services;Non;1768605
2023-01-01;1.5;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Alimentation : Autres produits alimentaires;Non;1768656
2023-01-01;148.6;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Tabac;Non;1769692
2023-01-01;110.36;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Ensemble hors produits frais;Non;1769713
2023-01-01;112.73;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Mayotte;;Alimentation;Non;10760788
2023-01-01;105.26;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Mayotte;;Ensemble hors tabac;Non;10760805
2023-01-01;146.29;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Alimentation : Produits frais;Non;1759964
2023-02-01;117.92;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;10.2;Enseignement secondaire;Non;1763403
2023-02-01;129.44;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1;Produits alimentaires;Non;1763418
2023-02-01;123.28;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.2.2;Porc;Non;1763430
2023-02-01;139.85;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.3.3;Fruits de mer frais;Non;1763440
2023-02-01;116.21;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.7.5;Chips;Non;1763467
2023-02-01;115.94;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.8;Sucre, confiture, miel, chocolat et confiserie;Non;1763469
2023-02-01;119.66;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;02.1.2;Vin et boissons fermentées;Non;1763495
2023-02-01;101.4;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.2.1.3;Chaussures pour nourrissons et enfants;Non;1763526
2023-02-01;114.02;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05;Meubles, articles de ménage et entretien courant du foyer;Non;1763565
2023-02-01;104.01;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.3.1.1;Réfrigérateurs, congélateurs;Non;1763586
2023-02-01;113.72;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.1.2;Motocycles;Non;1763646
2023-02-01;121.97;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.3.6;Services de transport divers;Non;1763681
2023-02-01;95.8;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;08.2.0.3;Autres équipements de téléphonie et de télécopie;Non;10761794
2023-02-01;107.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.3.2;Articles de sport, matériel de camping et matériel pour activités de plein air;Non;1763732
2023-02-01;135.48;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.2.5;Autres viandes;Non;1763883
2023-02-01;126.03;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.4.6;Autres produits laitiers;Non;1763900
2023-02-01;129.32;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.4.7;Oeufs;Non;1763901
2023-02-01;115.0;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.8.3;Chocolat;Non;1763922
2023-02-01;114.26;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.1.3;Bières;Non;1763950
2023-02-01;104.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.1.2.1;Tapis et moquettes;Non;1764022
2023-02-01;116.31;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.4.0.3;Ustensiles et articles de cuisine non électriques;Non;1764053
2023-02-01;121.06;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.6.1;Biens d'équipement ménager non durables;Non;1764062
2023-02-01;113.17;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.1;Achat de véhicules;Non;1764091
2023-02-01;128.81;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.2.3.0;Entretien et réparation de véhicules particuliers;Non;1764110
2023-02-01;77.22;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.5.1.4;Services d'édition et livres numériques;Non;1764211
2023-02-01;115.6;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.1.1.1;Coiffure pour hommes et enfants;Non;1764245
2023-02-01;115.7;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.1.1.2;Coiffure pour femmes;Non;1764246
2023-02-01;96.98;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.1.2.1;Appareils électriques pour soins corporels;Non;1764249
2023-02-01;108.12;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.3.1.2;Horlogerie et montres;Non;1764256
2023-02-01;157.3;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Gazole;Non;1764283
2023-02-01;6.5;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Autres produits manufacturés;Non;1768602
2023-02-01;7.2;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Produits manufacturés y compris énergie;Non;1768610
2023-02-01;4.6;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Alimentation : Produits frais;Non;1768655
2023-02-01;110.02;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Services;Non;1769726
2023-02-01;95.64;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;La réunion;;Services : Communications;Non;1769786
2023-02-01;106.41;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Mayotte;;Ensemble des produits;Non;10760786
2023-02-01;104.34;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Mayotte;;Services : Loyers, eau et enlèvement des ordures ménagères;Non;10760798
2022-10-01;109.23;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.1.1.1;Spiritueux et liqueurs;Non;1763944
2022-10-01;110.91;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.1.1;Voitures automobiles;Non;1764092
2022-10-01;120.43;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.2.2.2;Essence;Non;1764106
2022-10-01;98.9;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;09.4.3.0;Jeux de hasard;Non;1764205
2022-10-01;109.18;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;11.2.0.2;Centres de vacances, camping, auberges de jeunesse et hébergements similaires;Non;1764240
2022-10-01;5.0;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France métropolitaine;;Ensemble hors énergie;Non;1768612
2022-10-01;0.0;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Services;Non;1768630
2022-10-01;0.9;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Produits manufacturés hors habillement, biens durables et produits de santé;Non;1768644
2022-10-01;1.2;A;Indice d'inflation sous-jacente;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;I.A.A hors viandes, produits laitiers et exotiques y compris vins et champagnes;Non;1768648
2022-10-01;1.4;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Produits manufacturés : Habillement et chaussures;Non;1768658
2022-10-01;0.7;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Métropole;;Produits manufacturés hors habillement et chaussures : variation / mois précédent;Non;10607635
2022-10-01;117.58;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;La réunion;;Alimentation y compris tabac;Non;1769779
2022-10-01;11.1;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Alimentation : Autres produits alimentaires;Non;1761328
2022-11-01;110.65;A;Indice d'inflation sous-jacente;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Ensemble;Non;1769686
2022-11-01;118.05;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ménages urbains dont le chef est ouvrier ou employé;France;07.3;Services de transport;Non;1763390
2022-11-01;123.26;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01;Produits alimentaires et boissons non alcoolisées;Non;1763417
2022-11-01;123.96;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.4.1;Lait entier;Non;1763445
2022-11-01;134.22;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.5.3;Huile d'olive;Non;1763455
2022-11-01;135.5;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.6.4;Fruits en conserve et autres produits à base de fruits n.c.a.;Non;1763461
2022-11-01;113.52;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.2;Boissons non alcoolisées;Non;1763482
2022-11-01;109.32;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;02.1.3.4;Boissons à base de bière;Non;10607372
2022-11-01;113.02;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.1.4.2;Réparation et location d'articles d'habillement;Non;1763521
2022-11-01;106.0;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.2;Chaussures;Non;1763522
2022-11-01;112.01;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.4.2;Collecte des ordures ménagères;Non;1763546
2022-11-01;162.67;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;04.5.4;Combustibles solides;Non;1763561
2022-11-01;103.35;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.5.1;Gros outillage et matériel;Non;1763606
2022-11-01;114.45;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;07.3.3;Transport aérien de passagers;Non;1763673
2022-11-01;97.45;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.2.3.0;Entretien et réparation des autres biens durables de loisirs et culturels;Non;1763727
2022-11-01;117.88;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.3.2.3;Réparation d'équipement de sport, de camping et de loisirs de plein air;Non;1763735
2022-11-01;114.49;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.5.3.0;Imprimés divers;Non;1763767
2022-11-01;106.06;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Services : Loyers, eau et enlèvement des ordures ménagères;Non;1763844
2022-11-01;114.38;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Produits manufacturés y compris énergie;Non;1763849
2022-11-01;116.92;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.9.1;Sauces et condiments;Non;1763927
2022-11-01;193.73;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.5.2;Gaz;Non;1764005
2022-11-01;111.52;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05;Meubles, articles de ménage et entretien courant du foyer;Non;1764014
2022-11-01;84.96;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.1;Produits, appareils et matériels médicaux;Non;1764070
2022-11-01;104.06;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.1.1.2;Automobiles d'occasion;Non;1764094
2022-11-01;109.83;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.2.4.2;Péages et parcmètres;Non;1764113
2022-11-01;105.89;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;07.3.1;Transport ferroviaire de passagers;Non;1764116
2022-11-01;107.9;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.1.1.3;Soins de beauté corporels;Non;1764247
2022-11-01;111.68;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;12.5.4;Assurance transport;Non;1764272
2022-11-01;17.9;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Énergie : Produits pétroliers;Non;1768571
2022-11-01;8.1;A;Indice des prix à la consommation;Glissement annuel;Base 2015;Ensemble des ménages;France;;Produits manufacturés y compris énergie;Non;1768577
2022-11-01;0.4;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Produits manufacturés;Non;1768624
2022-11-01;0.5;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France;;Produits manufacturés y compris énergie;Non;1768635
2022-11-01;0.3;A;Indice des prix à la consommation;Variations mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;;Ensemble hors tabac;Non;1768671
2022-11-01;110.51;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guadeloupe;;Ensemble des produits;Non;1769691
2022-11-01;105.48;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Martinique;;Services de santé;Non;1769728
2022-11-01;97.48;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;Guyane;;Services : Communications;Non;1769762
2022-12-01;128.63;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.2.4;Volaille;Non;1763432
2022-12-01;128.31;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;01.1.4.2;Lait demi-écrémé ou écrémé;Non;1763446
2022-12-01;107.42;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;02.1.2.4;Boissons à base de vin;Non;1763499
2022-12-01;110.92;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;02.1.3.3;Bières à faible teneur en alcool ou sans alcool;Non;10607371
2022-12-01;108.55;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;03.1.2.2;Vêtements pour femmes;Non;1763514
2022-12-01;112.23;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05;Meubles, articles de ménage et entretien courant du foyer;Non;1763565
2022-12-01;117.54;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;05.6;Biens et services pour l'entretien courant du foyer;Non;1763612
2022-12-01;90.61;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.1.4.1;Supports enregistrés;Non;1763713
2022-12-01;98.8;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.4;Services récréatifs et culturels;Non;1763744
2022-12-01;98.9;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;09.4.3.0;Jeux de hasard;Non;1763756
2022-12-01;114.78;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;11.1;Services de restauration;Non;1763782
2022-12-01;107.74;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;11.1.2;Cantines;Non;1763786
2022-12-01;107.87;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;12.1;Soins corporels;Non;1763794
2022-12-01;120.72;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France;;Alimentation y compris restaurants, cantines, cafés;Non;1763856
2022-12-01;135.28;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;01.1.5.3;Huile d'olive;Non;1763905
2022-12-01;110.34;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.1.3.4;Boissons à base de bière;Non;10607374
2022-12-01;155.9;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;02.2;Tabac;Non;1763953
2022-12-01;145.51;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.3.2.5;Services de menuisiers et charpentiers;Non;1763991
2022-12-01;129.07;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;04.5.1;Électricité;Non;1764003
2022-12-01;109.28;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;05.6.1.1;Produits de nettoyage et d'entretien;Non;1764063
2022-12-01;69.67;A;Indice des prix à la consommation;Valeurs mensuelles;Base 2015;Ensemble des ménages;France métropolitaine;06.1.2.9;Autres produits médicaux n.c.a.;Non;1764075
